GEO.id,GEO.id2,GEO.display-label,popchg4201072015,natinc4201072015,births4201072015,deaths4201072015,netmig4201072015,intlmig4201072015,dommig4201072015,popchg20142015,natinc20142015,births20142015,deaths20142015,netmig20142015,intlmig20142015,dommig20142015
Id,Id2,Geography,"Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Total Population Change [1]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Natural Increase","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Vital Events - Births","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Vital Events - Deaths","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - Total","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - International [2]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - Domestic","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Total Population Change [1]","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Natural Increase","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Vital Events - Births","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Vital Events - Deaths","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - Total","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - International [2]","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - Domestic"
310M200US35580,35580,"New Ulm, MN Micro Area",-580,-155,1410,1565,-452,30,-482,23,-17,277,294,24,6,18
310M200US35700,35700,"Nogales, AZ Micro Area",-959,2004,3482,1478,-3054,433,-3487,-200,327,628,301,-550,93,-643
310M200US35740,35740,"Norfolk, NE Micro Area",-87,1160,3535,2375,-1280,376,-1656,-262,219,673,454,-469,87,-556
310M200US35820,35820,"North Platte, NE Micro Area",-682,448,2307,1859,-1170,128,-1298,-68,73,418,345,-158,27,-185
310M200US35860,35860,"North Vernon, IN Micro Area",-628,359,1808,1449,-959,32,-991,-99,65,345,280,-137,6,-143
310M200US35900,35900,"North Wilkesboro, NC Micro Area",-838,-424,3526,3950,-421,54,-475,-300,-110,662,772,-119,16,-135
310M200US35940,35940,"Norwalk, OH Micro Area",-1157,815,3829,3014,-1973,118,-2091,-216,199,748,549,-404,21,-425
310M200US36020,36020,"Oak Harbor, WA Micro Area",2087,1301,4691,3390,636,1497,-861,1358,245,896,651,1052,420,632
310M200US36300,36300,"Ogdensburg-Massena, NY Micro Area",-934,1093,6463,5370,-1972,1054,-3026,-746,175,1194,1019,-935,224,-1159
310M200US36340,36340,"Oil City, PA Micro Area",-1864,-510,2924,3434,-1291,51,-1342,-384,-130,532,662,-222,11,-233
310M200US36380,36380,"Okeechobee, FL Micro Area",-527,701,2796,2095,-1422,395,-1817,355,142,534,392,194,90,104
310M200US36460,36460,"Olean, NY Micro Area",-2432,524,4831,4307,-2789,315,-3104,-716,84,896,812,-722,70,-792
310M200US36580,36580,"Oneonta, NY Micro Area",-1613,-374,2767,3141,-1094,281,-1375,-312,-90,524,614,-196,61,-257
310M200US36620,36620,"Ontario, OR-ID Micro Area",-659,1413,3920,2507,-2056,-1,-2055,107,295,742,447,-154,5,-159
310M200US36660,36660,"Opelousas, LA Micro Area",464,1917,6792,4875,-1412,50,-1462,45,322,1306,984,-271,12,-283
310M200US36700,36700,"Orangeburg, SC Micro Area",-3287,333,5818,5485,-3551,143,-3694,-716,-43,1042,1085,-657,32,-689
310M200US36820,36820,"Oskaloosa, IA Micro Area",-57,303,1469,1166,-359,56,-415,-18,55,277,222,-97,12,-109
310M200US36830,36830,"Othello, WA Micro Area",526,1540,2156,616,-990,104,-1094,60,283,399,116,-202,31,-233
310M200US36840,36840,"Ottawa, KS Micro Area",-387,406,1710,1304,-798,56,-854,-5,85,325,240,-112,11,-123
310M200US36860,36860,"Ottawa-Peru, IL Micro Area",-4342,-599,8209,8808,-3648,529,-4177,-1138,-86,1548,1634,-988,121,-1109
310M200US36900,36900,"Ottumwa, IA Micro Area",-436,431,2961,2530,-774,346,-1120,-50,83,556,473,-73,76,-149
310M200US36940,36940,"Owatonna, MN Micro Area",179,961,2508,1547,-852,168,-1020,155,188,495,307,-61,36,-97
310M200US37020,37020,"Owosso, MI Micro Area",-2029,148,3769,3621,-2149,97,-2246,-270,48,739,691,-276,21,-297
310M200US37060,37060,"Oxford, MS Micro Area",5795,868,2829,1961,4699,462,4237,934,134,527,393,773,95,678
310M200US37080,37080,"Oxford, NC Micro Area",1142,384,2924,2540,635,175,460,317,27,547,520,240,39,201
310M200US37120,37120,"Ozark, AL Micro Area",-686,1017,3536,2519,-1706,738,-2444,64,134,653,519,-99,154,-253
310M200US37140,37140,"Paducah, KY-IL Micro Area",-1448,-588,5901,6489,-880,19,-899,-432,-74,1130,1204,-414,7,-421
